title,country,points,price,province,variety,category,flavor_categories_taste_notes
Raats Family 2013 Dolomite Cabernet Franc (Stellenbosch),South Africa,88,20,Stellenbosch,Cabernet Franc,red,"light, fruity"
Troon 2012 Old Vine Meritage (Applegate Valley),US,88,35,Oregon,Meritage,red,other
Fiuza 2014 Cabernet Sauvignon (Tejo),Portugal,88,14,Tejo,Cabernet Sauvignon,red,"full bodied, robust"
Brandlin 2012 Henry's Keep Proprietary Red Wine Red (Napa Valley),US,88,98,California,Bordeaux-style Red Blend,red,other
2Hawk 2014 Limited Reserve Tempranillo (Southern Oregon),US,88,45,Oregon,Tempranillo,red,"light, fruity"
Viña Pérez Cruz 2010 Cot Limited Edition Malbec (Maipo Valley),Chile,88,20,Maipo Valley,Malbec,red,"full bodied, robust"
Koyle 2011 Reserva Syrah (Colchagua Valley),Chile,88,17,Colchagua Valley,Syrah,red,"medium bodied, balanced"
O. Fournier 2009 Red (Maule Valley),Chile,88,13,Maule Valley,Red Blend,red,"medium bodied, balanced"
Le Bertarole 2007 Podere le Giarette  (Recioto della Valpolicella Classico),Italy,88,15,Veneto,"Corvina, Rondinella, Molinara",red,"full bodied, robust"
Steininger 2011 Rosé Sekt Cabernet Sauvignon (Österreichischer Sekt),Austria,88,32,Österreichischer Sekt,Cabernet Sauvignon,red,other
Undurraga 2011 Aliwen Reserva Cabernet Sauvignon (Maipo Valley-Colchagua Valley),Chile,88,13,Maipo Valley-Colchagua Valley,Cabernet Sauvignon,red,"medium bodied, balanced"
Leeuwin Estate 2010 Art Series Shiraz (Margaret River),Australia,88,35,Western Australia,Shiraz,red,"light, fruity"
Wilridge 2015 Mary Evelyn Vineyard Touriga Nacional (Yakima Valley),US,88,23,Washington,Touriga Nacional,red,"medium bodied, balanced"
Agustinos 2015 Gran Terroir Estate Grown La Huella Vineyard Malbec (Bío Bío Valley),Chile,88,18,Bío Bío Valley,Malbec,red,"medium bodied, balanced"
Borges NV Reserva Tawny  (Port),Portugal,88,14,Port,Port,red,"light, fruity"
Château du Cèdre 2016 Extra Libre Malbec (Cahors),France,88,28,Southwest France,Malbec,red,"medium bodied, balanced"
Rincón de Guadalupe 2008 Brisas del Sur Red (San Vicente),Mexico,88,26,San Vicente,Red Blend,red,"full bodied, robust"
Familia Cassone 2008 Obra Prima Reserva Cabernet Sauvignon (Mendoza),Argentina,88,21,Mendoza Province,Cabernet Sauvignon,red,"medium bodied, balanced"
Heron Hill 2012 Cabernet Franc (Finger Lakes),US,88,15,New York,Cabernet Franc,red,"medium bodied, balanced"
Kirkland Signature 2009 Reserva  (Rioja),Spain,88,7,Northern Spain,Tempranillo,red,other
Marqués de Gelida 2011 Brut Reserva Pinot Noir (Cava),Spain,88,18,Catalonia,Pinot Noir,red,"medium bodied, balanced"
Poggio Antico 2010 Altero  (Brunello di Montalcino),Italy,88,104,Tuscany,Sangiovese,red,"full bodied, robust"
Château Routas 2011 Wild Boar Cabernet Sauvignon (Vin de Pays Var),France,88,14,Provence,Cabernet Sauvignon,red,"medium bodied, balanced"
OS Winery 2013 Red (Yakima Valley),US,88,15,Washington,Bordeaux-style Red Blend,red,"light, fruity"
Grifalco 2013  Aglianico del Vulture,Italy,88,18,Southern Italy,Aglianico,red,other
Ribbonwood 2013 Pinot Noir (Marlborough),New Zealand,88,17,Marlborough,Pinot Noir,red,"full bodied, robust"
Sacred Hill 2013 Pinot Noir (Marlborough),New Zealand,88,22,Marlborough,Pinot Noir,red,"light, fruity"
Dominus 2010 Cabernet Sauvignon (Napa Valley),US,88,179,California,Cabernet Sauvignon,red,"medium bodied, balanced"
Bodega Renacer 2011 Enamore Red (Mendoza),Argentina,88,26,Mendoza Province,Red Blend,red,"medium bodied, balanced"
Virginia Mountain Vineyards 2010 Trinity Red (Virginia),US,88,21,Virginia,Bordeaux-style Red Blend,red,"full bodied, robust"
Bodega Patritti 2008 Primogénito Blend Red (Patagonia),Argentina,88,29,Other,Bordeaux-style Red Blend,red,"light, fruity"
Willm NV Blanc de Noirs Pinot Noir (Crémant d'Alsace),France,88,19,Alsace,Pinot Noir,red,"full bodied, robust"
Parxet 2010 Titiana Brut Pinot Noir (Cava),Spain,88,25,Catalonia,Pinot Noir,red,"medium bodied, balanced"
Wente 1997 Cabernet Sauvignon (Livermore Valley),US,88,11,California,Cabernet Sauvignon,red,"light, fruity"
Finca Flichman 2013 Reserva Malbec (Mendoza),Argentina,88,13,Mendoza Province,Malbec,red,"light, fruity"
Snoqualmie 2000 Syrah (Columbia Valley (WA)),US,88,11,Washington,Syrah,red,"light, fruity"
Kurtz Family 2000 Boundary Row Grenache (Barossa Valley),Australia,88,18,South Australia,Grenache,red,"full bodied, robust"
Tatachilla 2000 Breakneck Creek Shiraz (South Australia),Australia,88,9,South Australia,Shiraz,red,"medium bodied, balanced"
Toad Hollow 2014 Eye of the Toad Dry Rosé of Pinot Noir (Sonoma County),US,88,15,California,Pinot Noir,red,"full bodied, robust"
Kopke NV Rosé  (Port),Portugal,88,15,Port,Port,red,"light, fruity"
Henri de Villamont 2005 Le Village  (Savigny-lès-Beaune),France,88,30,Burgundy,Pinot Noir,red,other
Bouchard Aîné & Fils 2005 Clos du Roi Premier Cru  (Beaune),France,88,41,Burgundy,Pinot Noir,red,"full bodied, robust"
VinArte 2002 Villa Zorilor Prince Matei Gran Riserva Merlot (Dealu Mare),Romania,88,100,Dealu Mare,Merlot,red,other
Joseph Drouhin 2005  Chorey-lès-Beaune,France,88,29,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Casa Montes 2013 Don Baltazar Cabernet Franc (San Juan),Argentina,88,17,Other,Cabernet Franc,red,"medium bodied, balanced"
L. Tramier & Fils 2015 Collection  (Nuits-St.-Georges),France,88,83,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Bodegas Fariña 2009 Dama de Toro  (Toro),Spain,88,11,Northern Spain,Tempranillo,red,"light, fruity"
Casa Ermelinda Freitas 2013 Reserva Cabernet Sauvignon (Península de Setúbal),Portugal,88,9,Península de Setúbal,Cabernet Sauvignon,red,"full bodied, robust"
Casas del Toqui 2013 Terroir Selection Gran Reserva Carmenère (Peumo),Chile,88,21,Peumo,Carmenère,red,"full bodied, robust"
Coffee Pot Cellars 2013 Meritage (North Fork of Long Island),US,88,26,New York,Meritage,red,"full bodied, robust"
Ceretto 2014 Asili  (Barbaresco),Italy,88,181,Piedmont,Nebbiolo,red,"light, fruity"
C. da Silva 2011 Dalva Reserva Red (Douro),Portugal,88,9,Douro,Portuguese Red,red,"light, fruity"
Valle Secreto 2011 Private Cabernet Franc (Cachapoal Valley),Chile,88,30,Cachapoal Valley,Cabernet Franc,red,"full bodied, robust"
Volpe Pasini 2012 Zuc di Volpe Sauvignon (Colli Orientali del Friuli),Italy,88,40,Northeastern Italy,Sauvignon,red,"light, fruity"
Neil Ellis 2004 Shiraz (Groenekloof),South Africa,88,23,Groenekloof,Shiraz,red,"full bodied, robust"
Tenuta Cocci Grifoni 2004 Le Torri  (Rosso Piceno Superiore),Italy,88,13,Central Italy,Red Blend,red,"light, fruity"
Marqués del Puerto 2007 Reserva  (Rioja),Spain,88,37,Northern Spain,Tempranillo Blend,red,"light, fruity"
Vallobera 2013 Pago Malarina  (Rioja),Spain,88,10,Northern Spain,Tempranillo,red,"light, fruity"
Valentin Bianchi 2014 Cabernet Sauvignon (Mendoza),Argentina,88,16,Mendoza Province,Cabernet Sauvignon,red,"light, fruity"
Garage Wine Co. 2014 Lot #62 La Higuera Vineyard Cabernet Franc (Maule Valley),Chile,88,39,Maule Valley,Cabernet Franc,red,"medium bodied, balanced"
Mano A Mano 2012 Venta la Ossa Syrah (Vino de la Tierra de Castilla),Spain,88,22,Central Spain,Syrah,red,"full bodied, robust"
MCV 2013 Black Red (Paso Robles),US,88,52,California,Red Blend,red,other
Château du Bernat 2014  Bordeaux,France,88,12,Bordeaux,Bordeaux-style Red Blend,red,"light, fruity"
Château Grand Secret 2014  Blaye Côtes de Bordeaux,France,88,20,Bordeaux,Merlot,red,"full bodied, robust"
Tedeschi 2005 Capitel Monte Olmi  (Amarone della Valpolicella Classico),Italy,88,90,Veneto,"Corvina, Rondinella, Molinara",red,"light, fruity"
Boudreaux Cellars 2006 Sangiovese (Columbia Valley (WA)),US,88,50,Washington,Sangiovese,red,"medium bodied, balanced"
Broccardo 2013  Barbera d'Alba,Italy,88,24,Piedmont,Barbera,red,"full bodied, robust"
Burgo Viejo 2012 Crianza  (Rioja),Spain,88,13,Northern Spain,Tempranillo Blend,red,"light, fruity"
Lomas del Valle 2010 Coastal Cool Climate Cabernet Franc (Casablanca Valley),Chile,88,15,Casablanca Valley,Cabernet Franc,red,"medium bodied, balanced"
Undurraga 2010 Sibaris Reserva Especial Carmenère (Colchagua Valley),Chile,88,16,Colchagua Valley,Carmenère,red,"full bodied, robust"
Pirro Varone 2009 Tocy  (Primitivo di Manduria),Italy,88,27,Southern Italy,Primitivo,red,"full bodied, robust"
Chilcas 2010 Single Vineyard Cabernet Franc (Maule Valley),Chile,88,18,Maule Valley,Cabernet Franc,red,"full bodied, robust"
Cramele Recas 2011 Paparuda Rezerva Cabernet Sauvignon (Viile Timisului),Romania,88,12,Viile Timisului,Cabernet Sauvignon,red,"medium bodied, balanced"
Katlav 2012 Wadi Katlav Red (Judean Hills),Israel,88,45,Judean Hills,Bordeaux-style Red Blend,red,"medium bodied, balanced"
L. Tramier & Fils 2016 Tramier Pinot Noir (Vin de France),France,88,10,France Other,Pinot Noir,red,"full bodied, robust"
Patria 2013 Stella di Corleone Nero d'Avola (Sicilia),Italy,88,24,Sicily & Sardinia,Nero d'Avola,red,"medium bodied, balanced"
Domaine du Petit Clocher 2015 Cabernet Franc (Anjou),France,88,15,Loire Valley,Cabernet Franc,red,"light, fruity"
Liberty Lake 2012 Petit Verdot (Red Mountain),US,88,28,Washington,Petit Verdot,red,"light, fruity"
Loma Larga 2014 Unfiltered Cabernet Franc (Casablanca Valley),Chile,88,26,Casablanca Valley,Cabernet Franc,red,"medium bodied, balanced"
Montes 1999 Alpha  M Red (Colchagua Valley),Chile,88,72,Colchagua Valley,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Offley NV Baron de Forrester  (Port),Portugal,88,77,Port,Port,red,"full bodied, robust"
Rodney Strong 1997 Merlot (Sonoma County),US,88,16,California,Merlot,red,"medium bodied, balanced"
Flying Dreams 2012 Garnacha (Columbia Valley (WA)),US,88,36,Washington,Garnacha,red,"medium bodied, balanced"
Caliterra 2010 Tributo Single Vineyard Block # Espino Malbec (Colchagua Valley),Chile,88,16,Colchagua Valley,Malbec,red,"medium bodied, balanced"
Fourteen Appellations 2008 Meritage (Napa Valley),US,88,85,California,Meritage,red,"medium bodied, balanced"
Urraca 2005 Primera Reserva Red (Mendoza),Argentina,88,43,Mendoza Province,Red Blend,red,"full bodied, robust"
Syan 2005 Tradition Red (Pyrenees),Australia,88,25,Victoria,Red Blend,red,"full bodied, robust"
College Cellars 2013 Clarke Vineyard Carmenère (Walla Walla Valley (WA)),US,88,20,Washington,Carmenère,red,"medium bodied, balanced"
Alessandro di Camporeale 2006 Donnatá Nero d'Avola (Sicilia),Italy,88,19,Sicily & Sardinia,Nero d'Avola,red,"medium bodied, balanced"
Tenuta Barone Nicolò La Lumia 2000 Torreforte Nero d'Avola (Sicilia),Italy,88,31,Sicily & Sardinia,Nero d'Avola,red,"medium bodied, balanced"
St Hallett 2004 Old Block Shiraz (Barossa),Australia,88,70,South Australia,Shiraz,red,"light, fruity"
Charles Smith 2013 Boom Boom! Syrah (Columbia Valley (WA)),US,88,15,Washington,Syrah,red,"light, fruity"
Dusted Valley 2012 BFM Red (Columbia Valley (WA)),US,88,53,Washington,Bordeaux-style Red Blend,red,"full bodied, robust"
Siglo 2012 Crianza  (Rioja),Spain,88,15,Northern Spain,Tempranillo Blend,red,other
Aniello 2016 Soil Blanco de Pinot Noir (Río Negro Valley),Argentina,88,17,Other,Pinot Noir,red,"medium bodied, balanced"
Gifford Hirlinger 2012 Stateline Red (Walla Walla Valley (WA)),US,88,16,Washington,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Kendall-Jackson 2012 Vintners Reserve Summation Red (California),US,88,17,California,Red Blend,red,"medium bodied, balanced"
Mt. Monster 2013 Cabernet Sauvignon (Limestone Coast),Australia,88,14,South Australia,Cabernet Sauvignon,red,"medium bodied, balanced"
Bodega Catena Zapata 2008 Catena Alta Cabernet Sauvignon (Mendoza),Argentina,88,52,Mendoza Province,Cabernet Sauvignon,red,"full bodied, robust"
Paul Buisse 2009 Domaine le Petit Bon Dieu Réserve Cabernet Franc (Bourgueil),France,88,10,Loire Valley,Cabernet Franc,red,"full bodied, robust"
Michael Sullberg 2014 Lot 91 Reserve Merlot (California),US,88,12,California,Merlot,red,"light, fruity"
Rascioni e Cecconello 2015 Maremmino  (Maremma),Italy,88,13,Tuscany,Red Blend,red,"full bodied, robust"
Fantinel 2014 Tenuta Sant'Elena Sauvignon (Collio),Italy,88,23,Northeastern Italy,Sauvignon,red,"medium bodied, balanced"
Quinta de Sant'Ana 2013 Q de Sant'Ana Pinot Noir (Lisboa),Portugal,88,19,Lisboa,Pinot Noir,red,"full bodied, robust"
Sofia 2013 Red (Paso Robles),US,88,17,California,Rhône-style Red Blend,red,"light, fruity"
Luis Cañas 2002 Reserva  (Rioja),Spain,88,18,Northern Spain,Tempranillo Blend,red,"medium bodied, balanced"
Fuentes 2004 Finca El Puig Red (Priorat),Spain,88,38,Catalonia,Red Blend,red,"full bodied, robust"
Hunter's 2007 Pinot Noir (Marlborough),New Zealand,88,20,Marlborough,Pinot Noir,red,"light, fruity"
Prager 2005 Imogene's Vineyard Tomas Port (Napa Valley),US,88,52,California,Port,red,"light, fruity"
Giuseppe Lonardi 2009 Le Arele  (Recioto della Valpolicella Classico),Italy,88,40,Veneto,"Corvina, Rondinella, Molinara",red,"full bodied, robust"
Naggiar 2009 Estate Grenache (Sierra Foothills),US,88,23,California,Grenache,red,"light, fruity"
La Mannella 2011  Brunello di Montalcino,Italy,88,72,Tuscany,Sangiovese,red,"light, fruity"
Tinhorn Creek 2013 Oldfield Series Syrah (Okanagan Valley),Canada,88,32,British Columbia,Syrah,red,"light, fruity"
Dveri-Pax 2011 Benedict Cuvée Red (Štajerska),Slovenia,88,20,Štajerska,Red Blend,red,"medium bodied, balanced"
Château la Bassonnerie 2007  Pomerol,France,88,46,Bordeaux,Bordeaux-style Red Blend,red,"light, fruity"
Glenelly 2007 Grand Vin de Glenelly Red (Western Cape),South Africa,88,25,Western Cape,Red Blend,red,"light, fruity"
Leasingham 2004 Bin 61 Shiraz (Clare Valley),Australia,88,24,South Australia,Shiraz,red,"full bodied, robust"
White Hall 2010 Petit Verdot (Monticello),US,88,18,Virginia,Petit Verdot,red,"full bodied, robust"
Cooper Vineyards 2010 Reserve Petit Verdot (Virginia),US,88,25,Virginia,Petit Verdot,red,"full bodied, robust"
Silverback 2010 Sangiovese (Columbia Valley (WA)),US,88,55,Washington,Sangiovese,red,"medium bodied, balanced"
Fiddletown Cellars 2011 Reserve Barbera (Amador County),US,88,27,California,Barbera,red,"full bodied, robust"
Quinta da Romaneira 2010 Touriga Nacional (Douro),Portugal,88,34,Douro,Touriga Nacional,red,"medium bodied, balanced"
Adega de Penalva 2009 Touriga Nacional (Dão),Portugal,88,27,Dão,Touriga Nacional,red,"medium bodied, balanced"
Charles Krug 2010 Merlot (Napa Valley),US,88,24,California,Merlot,red,other
J. Portugal Ramos 2013 Vila Santa Syrah (Alentejano),Portugal,88,20,Alentejano,Syrah,red,"full bodied, robust"
Fournier Père et Fils 2009 Les Belles Vignes Rosé Pinot Noir (Sancerre),France,88,26,Loire Valley,Pinot Noir,red,"light, fruity"
La Playa 2010 Block Selection Reserve Claret Red (Colchagua Valley),Chile,88,12,Colchagua Valley,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Wine o'Clock 2009 Primitivo (Columbia Valley (WA)),US,88,22,Washington,Primitivo,red,"medium bodied, balanced"
Catalina Sounds 2015 Pinot Noir (Marlborough),New Zealand,88,19,Marlborough,Pinot Noir,red,other
Fiuza 2015 Touriga Nacional (Tejo),Portugal,88,14,Tejo,Touriga Nacional,red,"full bodied, robust"
DuCard 2010 Petit Verdot (Virginia),US,88,45,Virginia,Petit Verdot,red,"medium bodied, balanced"
Michel Gassier 2014 Les Piliers Cabernet Sauvignon (Vin de France),France,88,17,France Other,Cabernet Sauvignon,red,"medium bodied, balanced"
La Lomita 2009 Singular Red (Valle de Guadalupe),Mexico,88,40,Valle de Guadalupe,Bordeaux-style Red Blend,red,"full bodied, robust"
Torres 2008 Gran Coronas Reserva Cabernet Sauvignon (Penedès),Spain,88,24,Catalonia,Cabernet Sauvignon,red,"full bodied, robust"
Troon 2009 Old Vine Meritage (Applegate Valley),US,88,32,Oregon,Meritage,red,other
Deetlefs 2007 Merlot (Breedekloof),South Africa,88,20,Breedekloof,Merlot,red,"full bodied, robust"
Hartenberg 2005 Shiraz (Stellenbosch),South Africa,88,29,Stellenbosch,Shiraz,red,"full bodied, robust"
Trapiche 2012 Oak Cask Syrah (Mendoza),Argentina,88,10,Mendoza Province,Syrah,red,"medium bodied, balanced"
Yalumba 2015 Old Bush Vine Grenache (Barossa),Australia,88,20,South Australia,Grenache,red,"medium bodied, balanced"
Borges NV Reserva Branco  (Port),Portugal,88,14,Port,Port,red,"medium bodied, balanced"
Heimann 2013 Bikavér Red (Szekszárd),Hungary,88,30,Szekszárd,Red Blend,red,"light, fruity"
Huber 2010 Malterdinger Trocken Pinot Noir (Baden),Germany,88,49,Baden,Pinot Noir,red,"full bodied, robust"
Mastroberardino 2006 Aglianico (Campania),Italy,88,24,Southern Italy,Aglianico,red,"full bodied, robust"
Latium di Morini 2009 Campo Prognài  (Valpolicella Superiore),Italy,88,24,Veneto,"Corvina, Rondinella, Molinara",red,"medium bodied, balanced"
Villa Monteleone 2010 Campo San Vito  (Valpolicella Classico Superiore Ripasso),Italy,88,20,Veneto,"Corvina, Rondinella, Molinara",red,"light, fruity"
Remo Farina 2010  Valpolicella Classico Superiore Ripasso,Italy,88,15,Veneto,"Corvina, Rondinella, Molinara",red,"medium bodied, balanced"
Andeluna 2007 Merlot (Tupungato),Argentina,88,10,Mendoza Province,Merlot,red,"medium bodied, balanced"
Water Wheel 2008 Memsie Shiraz-Malbec-Cabernet Sauvignon Red (Bendigo),Australia,88,15,Victoria,Red Blend,red,"light, fruity"
Azienda Agricola Cogno 2004 Ravera  (Barolo),Italy,88,74,Piedmont,Nebbiolo,red,"light, fruity"
Beni di Batasiolo 2004  Barbaresco,Italy,88,44,Piedmont,Nebbiolo,red,other
Brian Carter Cellars 2010 Corrida Red (Columbia Valley (WA)),US,88,33,Washington,Red Blend,red,"light, fruity"
Andeluna 2008 Pasionado Cabernet Franc (Tupungato),Argentina,88,60,Mendoza Province,Cabernet Franc,red,"full bodied, robust"
Ott & Murphy 2010 Grenache (Columbia Valley (WA)),US,88,27,Washington,Grenache,red,"full bodied, robust"
Louis Bouillot NV Rosé Perle d'Aurore  (Crémant de Bourgogne),France,88,17,Burgundy,Pinot Noir,red,"full bodied, robust"
Príncipe de Viana 2009 Reserva Red (Navarra),Spain,88,19,Northern Spain,Red Blend,red,"light, fruity"
Ott & Murphy 2010 Tempranillo (Columbia Valley (WA)),US,88,23,Washington,Tempranillo,red,other
Yabby Lake Vineyard 2008 Pinot Noir (Mornington Peninsula),Australia,88,50,Victoria,Pinot Noir,red,other
Zorzal 2010 Viñas Viejas Garnacha (Navarra),Spain,88,14,Northern Spain,Garnacha,red,"light, fruity"
Marques de Griñon 2007 Caliza Syrah & Petit Verdot Red (Dominio de Valdepusa),Spain,88,20,Central Spain,Red Blend,red,"medium bodied, balanced"
Nugan Family Estates 2010 Vision Pinot Noir (King Valley),Australia,88,12,Victoria,Pinot Noir,red,"medium bodied, balanced"
Bodegas Vínícola Real 2005 200 Monges Selección Especial Reserva  (Rioja),Spain,88,120,Northern Spain,Tempranillo Blend,red,"full bodied, robust"
Viñedos y Bodegas Pablo 2007 Menguante Selección Garnacha (Cariñena),Spain,88,24,Northern Spain,Garnacha,red,"full bodied, robust"
Yarra Yering 2008 Pinot Noir (Yarra Valley),Australia,88,95,Victoria,Pinot Noir,red,"full bodied, robust"
Hatzimichalis 2005 Domaine Hatzimichalis Merlot (Atalanti Valley),Greece,88,50,Atalanti Valley,Merlot,red,"medium bodied, balanced"
Jean-Luc and Paul Aegerter 2013  Chambolle-Musigny,France,88,102,Burgundy,Pinot Noir,red,"full bodied, robust"
Sierra Batuco 2013 Reserva Estate Bottled Pinot Noir (Maule Valley),Chile,88,12,Maule Valley,Pinot Noir,red,"light, fruity"
College Cellars 2014 Anderson Estate Vineyard Tempranillo (Walla Walla Valley (WA)),US,88,20,Washington,Tempranillo,red,"full bodied, robust"
Market Vineyards 2011 Merval Malbec (Columbia Valley (WA)),US,88,39,Washington,Malbec,red,"full bodied, robust"
Acrobat 2014 Rosé of Pinot Noir (Oregon),US,88,13,Oregon,Pinot Noir,red,"light, fruity"
Château de Hauterive 2011 Chemin de Compostelle Malbec (Cahors),France,88,19,Southwest France,Malbec,red,"medium bodied, balanced"
Falkner 2011 Meritage (Temecula Valley),US,88,14,California,Meritage,red,"full bodied, robust"
Ledger David 2012 Tempranillo (Rogue Valley),US,88,35,Oregon,Tempranillo,red,other
Matetic 2013 Corralillo Syrah (San Antonio),Chile,88,28,San Antonio,Syrah,red,"medium bodied, balanced"
Pagos del Moncayo 2013 PdM Moncayo Syrah (Campo de Borja),Spain,88,24,Northern Spain,Syrah,red,"full bodied, robust"
Château Arnaud 2011  Saint-Estèphe,France,88,54,Bordeaux,Bordeaux-style Red Blend,red,"light, fruity"
Casa di Grazia 2009 Gradiva Collectio Nero d'Avola (Sicilia),Italy,88,18,Sicily & Sardinia,Nero d'Avola,red,"full bodied, robust"
Jean-Luc and Paul Aegerter 2011 Les Vaucrains Premier Cru  (Nuits-St.-Georges),France,88,148,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Weinreich 2014 Basisrot Red (Rheinhessen),Germany,88,12,Rheinhessen,Red Blend,red,"light, fruity"
Pondera 2012 Cuvée Red (Columbia Valley (WA)),US,88,19,Washington,Bordeaux-style Red Blend,red,"full bodied, robust"
Melipal 2006 Ikella Cabernet Sauvignon (Mendoza),Argentina,88,14,Mendoza Province,Cabernet Sauvignon,red,"full bodied, robust"
Paritua 2006 Pinot Noir (Central Otago),New Zealand,88,36,Central Otago,Pinot Noir,red,"full bodied, robust"
La Vis 2011 Ritratti Cabernet Sauvignon (Trentino),Italy,88,18,Northeastern Italy,Cabernet Sauvignon,red,"full bodied, robust"
Maquis 2012 Cabernet Franc (Colchagua Valley),Chile,88,20,Colchagua Valley,Cabernet Franc,red,"light, fruity"
Sequoia Grove 2012 Malbec (Napa Valley),US,88,44,California,Malbec,red,"light, fruity"
Novy 2005 Stolpman Vineyard Nebbiolo (Santa Ynez Valley),US,88,33,California,Nebbiolo,red,"full bodied, robust"
Bellaria 2007  Brunello di Montalcino,Italy,88,59,Tuscany,Sangiovese Grosso,red,"light, fruity"
Roux Père et Fils 2009 Bearegard  (Santenay),France,88,46,Burgundy,Pinot Noir,red,"light, fruity"
Viña Bisquertt 2008 Ecos de Rulo Merlot (Colchagua Valley),Chile,88,18,Colchagua Valley,Merlot,red,"full bodied, robust"
Loscano 2013 Private Reserve Cabernet Sauvignon (Uco Valley),Argentina,88,17,Mendoza Province,Cabernet Sauvignon,red,"full bodied, robust"
Santa Alicia 2009 Reserva Cabernet Sauvignon (Maipo Valley),Chile,88,9,Maipo Valley,Cabernet Sauvignon,red,"medium bodied, balanced"
Marchesi Ginori Lisci 2009 Macchion del Lupo Cabernet Sauvignon (Montescudaio),Italy,88,25,Tuscany,Cabernet Sauvignon,red,"full bodied, robust"
Movia 2010 Sauvignon (Brda),Slovenia,88,30,Brda,Sauvignon,red,"full bodied, robust"
Mount Mary 2005 Quintet Red (Yarra Valley),Australia,88,145,Victoria,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Bradgate 2007 Cabernet Sauvignon-Merlot-Shiraz Red (Stellenbosch),South Africa,88,10,Stellenbosch,Red Blend,red,"full bodied, robust"
Porcupine Ridge 2007 Syrah (Western Cape),South Africa,88,13,Western Cape,Syrah,red,"medium bodied, balanced"
Nelson Neves 2012 Merlot (Bairrada),Portugal,88,12,Bairrada,Merlot,red,"light, fruity"
Pflüger 2012 Cuvée Noir Red (Pfalz),Germany,88,22,Pfalz,Red Blend,red,"full bodied, robust"
San Pedro 2009 1865 Single Vineyard Carmenère (Maule Valley),Chile,88,19,Maule Valley,Carmenère,red,"light, fruity"
Zorzal 2015 Terroir Único Cabernet Franc (Tupungato),Argentina,88,15,Mendoza Province,Cabernet Franc,red,"medium bodied, balanced"
Sanctum 2011 Pinot Noir (Štajerska),Slovenia,88,18,Štajerska,Pinot Noir,red,"medium bodied, balanced"
Trivento 2012 Reserve Malbec (Mendoza),Argentina,88,11,Mendoza Province,Malbec,red,"light, fruity"
Quinta Vale Dona Maria 2014 Vintage  (Port),Portugal,88,84,Port,Port,red,"medium bodied, balanced"
Herdade da Malhadinha Nova 2008 Touriga Nacional da Peceguina Touriga Nacional (Alentejano),Portugal,88,70,Alentejano,Touriga Nacional,red,"full bodied, robust"
Martin Woods 2016 Motley Rose Vineyard Gamay (Eola-Amity Hills),US,88,35,Oregon,Gamay,red,"light, fruity"
Finca Sophenia 2006 Reserve Merlot (Tupungato),Argentina,88,18,Mendoza Province,Merlot,red,"medium bodied, balanced"
Groth 2010 Cabernet Sauvignon (Oakville),US,88,61,California,Cabernet Sauvignon,red,"full bodied, robust"
St. Francis 2012 Anthem Meritage (Sonoma County),US,88,65,California,Meritage,red,"full bodied, robust"
Kiona 2014 Estate Bottled Merlot (Red Mountain),US,88,25,Washington,Merlot,red,other
Lafken 2009 Red (Maipo Valley),Chile,88,57,Maipo Valley,Red Blend,red,"full bodied, robust"
Paul Anheuser 2013 Blanc de Noir Pinot Noir (Nahe),Germany,88,14,Nahe,Pinot Noir,red,other
Pflüger 2012 Dürkheimer Pinot Noir (Pfalz),Germany,88,27,Pfalz,Pinot Noir,red,"full bodied, robust"
Scala Dei 2011 Masdeu Garnacha (Priorat),Spain,88,125,Catalonia,Garnacha,red,"light, fruity"
Finca Hispana 2011 Roble Red (Montsant),Spain,88,10,Catalonia,Red Blend,red,"light, fruity"
Covey Run 1999 Merlot (Washington),US,88,9,Washington,Merlot,red,"medium bodied, balanced"
Marques de Griñon 1999 Dominio de Valdepusa Petit Verdot (Vino da Mesa de Toledo),Spain,88,30,Central Spain,Petit Verdot,red,"light, fruity"
Warrabilla 2000 Petite Sirah (Rutherglen),Australia,88,27,Victoria,Petite Sirah,red,"full bodied, robust"
Cavatappi 2012 Maddelena Nebbiolo (Columbia Valley (WA)),US,88,26,Washington,Nebbiolo,red,"medium bodied, balanced"
Duemani 2013 Cifra Cabernet Franc (Costa Toscana),Italy,88,30,Tuscany,Cabernet Franc,red,"medium bodied, balanced"
Massolino 2014  Barbera d'Alba,Italy,88,27,Piedmont,Barbera,red,"full bodied, robust"
DeLille 2014 Merlot (Yakima Valley),US,88,49,Washington,Merlot,red,"full bodied, robust"
Finca Lalande 2012 Made with organically grown grapes Cabernet Sauvignon (Tupungato),Argentina,88,17,Mendoza Province,Cabernet Sauvignon,red,"light, fruity"
Draga 2015 Sauvignon (Collio),Italy,88,70,Northeastern Italy,Sauvignon,red,"full bodied, robust"
Chanson Père et Fils 2013 Beauregard Premier Cru  (Santenay),France,88,63,Burgundy,Pinot Noir,red,"light, fruity"
